#                   T = 2.00                    
#          r [Å]          V1d(r)         ΔV1d(r)
  0.00000000E+00 -4.37440278E+01  1.25394064E-01
  5.00000000E-01 -4.35558191E+01  1.41711765E-01
  1.00000000E+00 -4.34202238E+01  1.43868884E-01
  1.50000000E+00 -4.36527550E+01  1.18938855E-01
  2.00000000E+00 -4.37487087E+01  1.31689052E-01
  2.50000000E+00 -4.36719239E+01  1.41512634E-01
  3.00000000E+00 -4.36810483E+01  1.24103608E-01
  3.50000000E+00 -4.34950318E+01  1.35149061E-01
  4.00000000E+00 -4.33299862E+01  1.54808544E-01
  4.50000000E+00 -4.34973700E+01  1.63795783E-01
  5.00000000E+00 -4.36374837E+01  1.40620680E-01
  5.50000000E+00 -4.37006985E+01  1.53904059E-01
  6.00000000E+00 -4.37234135E+01  1.50511689E-01
  6.50000000E+00 -4.36522662E+01  1.35235944E-01
  7.00000000E+00 -4.34371660E+01  1.41981254E-01
  7.50000000E+00 -4.32808447E+01  1.43462337E-01
  8.00000000E+00 -4.34637598E+01  1.44649539E-01
  8.50000000E+00 -4.37569431E+01  1.46981578E-01
  9.00000000E+00 -4.38982311E+01  1.41239226E-01
  9.50000000E+00 -4.38515409E+01  1.43687411E-01
  1.00000000E+01 -4.37121797E+01  1.27355342E-01
  1.05000000E+01 -4.33031134E+01  1.26567645E-01
  1.10000000E+01 -4.31496252E+01  1.48392035E-01
  1.15000000E+01 -4.32791745E+01  1.22904704E-01
  1.20000000E+01 -4.34405286E+01  1.49987798E-01
  1.25000000E+01 -4.37307755E+01  1.50378175E-01
  1.30000000E+01 -4.38594005E+01  1.41348039E-01
  1.35000000E+01 -4.38511368E+01  1.25422614E-01
  1.40000000E+01 -4.36166981E+01  1.43237321E-01
  1.45000000E+01 -4.34546739E+01  1.37435196E-01
  1.50000000E+01 -4.33153250E+01  1.38036574E-01
  1.55000000E+01 -4.32905920E+01  1.30468158E-01
  1.60000000E+01 -4.34845864E+01  1.59998844E-01
  1.65000000E+01 -4.36638470E+01  1.34861692E-01
  1.70000000E+01 -4.39135157E+01  1.33331856E-01
  1.75000000E+01 -4.37476218E+01  1.49821477E-01
  1.80000000E+01 -4.36254661E+01  1.43773153E-01
  1.85000000E+01 -4.35407338E+01  1.18651424E-01
  1.90000000E+01 -4.34168984E+01  1.29036639E-01
  1.95000000E+01 -4.34614692E+01  1.40047412E-01
  2.00000000E+01 -4.35704094E+01  1.55604367E-01
  2.05000000E+01 -4.36186385E+01  1.30094442E-01
  2.10000000E+01 -4.35819264E+01  1.37281075E-01
  2.15000000E+01 -4.34681244E+01  1.45071910E-01
  2.20000000E+01 -4.34528500E+01  1.23666380E-01
  2.25000000E+01 -4.34757090E+01  1.22155505E-01
  2.30000000E+01 -4.36064232E+01  1.34297917E-01
  2.35000000E+01 -4.36968503E+01  1.55696875E-01
  2.40000000E+01 -4.35669789E+01  1.59726574E-01
  2.45000000E+01 -4.35555119E+01  1.46677587E-01
  2.50000000E+01 -4.35144683E+01  1.40990583E-01
  2.55000000E+01 -4.35293635E+01  1.32080042E-01
  2.60000000E+01 -4.35396014E+01  1.26406141E-01
  2.65000000E+01 -4.37067251E+01  1.32935194E-01
  2.70000000E+01 -4.36760487E+01  1.44250979E-01
  2.75000000E+01 -4.36145776E+01  1.45808861E-01
  2.80000000E+01 -4.36664099E+01  1.48617432E-01
  2.85000000E+01 -4.35702763E+01  1.32449354E-01
  2.90000000E+01 -4.35086509E+01  1.25756743E-01
  2.95000000E+01 -4.33968510E+01  1.33738383E-01
  3.00000000E+01 -4.35160565E+01  1.35646442E-01
  3.05000000E+01 -4.36562259E+01  1.31866017E-01
  3.10000000E+01 -4.35759286E+01  1.36228070E-01
  3.15000000E+01 -4.36148836E+01  1.28036659E-01
  3.20000000E+01 -4.35757895E+01  1.25757534E-01
  3.25000000E+01 -4.35013598E+01  1.43835464E-01
  3.30000000E+01 -4.36629737E+01  1.35360586E-01
  3.35000000E+01 -4.36290346E+01  1.45048508E-01
  3.40000000E+01 -4.36588482E+01  1.50589421E-01
  3.45000000E+01 -4.37802037E+01  1.55281872E-01
  3.50000000E+01 -4.36959765E+01  1.44921684E-01
  3.55000000E+01 -4.35246761E+01  1.46794684E-01
  3.60000000E+01 -4.35436795E+01  1.42034426E-01
  3.65000000E+01 -4.34445123E+01  1.34356833E-01
  3.70000000E+01 -4.35480714E+01  1.55502867E-01
  3.75000000E+01 -4.36974702E+01  1.79409493E-01
  3.80000000E+01 -4.37926075E+01  1.54129727E-01
  3.85000000E+01 -4.37138778E+01  1.43994679E-01
  3.90000000E+01 -4.36307223E+01  1.41428794E-01
  3.95000000E+01 -4.33941748E+01  1.83397366E-01
  4.00000000E+01 -4.35006666E+01  1.46219177E-01
  4.05000000E+01 -4.35834573E+01  1.44740585E-01
  4.10000000E+01 -4.36032474E+01  1.82244178E-01
  4.15000000E+01 -4.37777462E+01  1.62580286E-01
  4.20000000E+01 -4.36486489E+01  1.44451354E-01
  4.25000000E+01 -4.37480322E+01  1.30574773E-01
  4.30000000E+01 -4.35749835E+01  1.65092069E-01
  4.35000000E+01 -4.35336638E+01  1.49527628E-01
  4.40000000E+01 -4.36229298E+01  1.51104849E-01
  4.45000000E+01 -4.35018582E+01  1.75735890E-01
  4.50000000E+01 -4.36154490E+01  1.62326927E-01
  4.55000000E+01 -4.37751875E+01  1.32874135E-01
  4.60000000E+01 -4.38253007E+01  1.44855272E-01
  4.65000000E+01 -4.36279397E+01  1.48698538E-01
  4.70000000E+01 -4.36305967E+01  1.19664674E-01
  4.75000000E+01 -4.35752192E+01  1.49866269E-01
  4.80000000E+01 -4.34318275E+01  1.63754366E-01
  4.85000000E+01 -4.34728901E+01  1.68802539E-01
  4.90000000E+01 -4.36956340E+01  1.33243335E-01
  4.95000000E+01 -4.37508623E+01  1.66996522E-01
  5.00000000E+01 -4.38112305E+01  1.59860561E-01
  5.05000000E+01 -4.38735572E+01  1.27477919E-01
  5.10000000E+01 -4.37815672E+01  1.25137054E-01
  5.15000000E+01 -4.36328674E+01  1.40244803E-01
  5.20000000E+01 -4.33615299E+01  1.45183750E-01
  5.25000000E+01 -4.35299002E+01  1.26487576E-01
  5.30000000E+01 -4.38372255E+01  1.44968986E-01
  5.35000000E+01 -4.37546937E+01  1.57074468E-01
  5.40000000E+01 -4.36694507E+01  1.68627778E-01
  5.45000000E+01 -4.38040579E+01  1.43317218E-01
  5.50000000E+01 -4.37081945E+01  1.48352918E-01
  5.55000000E+01 -4.36269686E+01  1.33494943E-01
  5.60000000E+01 -4.34868645E+01  1.31807501E-01
  5.65000000E+01 -4.36549505E+01  1.34197962E-01
  5.70000000E+01 -4.36240874E+01  1.52671963E-01
  5.75000000E+01 -4.37260821E+01  1.45906794E-01
  5.80000000E+01 -4.36957192E+01  1.40413881E-01
  5.85000000E+01 -4.36401155E+01  1.29574822E-01
  5.90000000E+01 -4.35449139E+01  1.36675262E-01
  5.95000000E+01 -4.34622136E+01  1.35548558E-01
  6.00000000E+01 -4.35115862E+01  1.36784695E-01
  6.05000000E+01 -4.37120493E+01  1.41484901E-01
  6.10000000E+01 -4.37059244E+01  1.42511748E-01
  6.15000000E+01 -4.35112865E+01  1.47571109E-01
  6.20000000E+01 -4.34556723E+01  1.43294142E-01
  6.25000000E+01 -4.34653089E+01  1.37335695E-01
  6.30000000E+01 -4.34658968E+01  1.68656527E-01
  6.35000000E+01 -4.35769504E+01  1.58076505E-01
  6.40000000E+01 -4.37605600E+01  1.51259162E-01
  6.45000000E+01 -4.37351405E+01  1.41623451E-01
  6.50000000E+01 -4.35942033E+01  1.43316763E-01
  6.55000000E+01 -4.35436917E+01  1.38614475E-01
  6.60000000E+01 -4.35086076E+01  1.39960776E-01
  6.65000000E+01 -4.34654635E+01  1.62556450E-01
  6.70000000E+01 -4.35867792E+01  1.62023267E-01
  6.75000000E+01 -4.37436921E+01  1.59556917E-01
  6.80000000E+01 -4.37419369E+01  1.62160690E-01
  6.85000000E+01 -4.37307088E+01  1.39661114E-01
  6.90000000E+01 -4.34522145E+01  1.61644927E-01
  6.95000000E+01 -4.34250046E+01  1.55289235E-01
  7.00000000E+01 -4.33858297E+01  1.55019628E-01
  7.05000000E+01 -4.35478421E+01  1.60003135E-01
  7.10000000E+01 -4.36543909E+01  1.56102744E-01
  7.15000000E+01 -4.37182792E+01  1.72300233E-01
  7.20000000E+01 -4.37121332E+01  1.82270060E-01
  7.25000000E+01 -4.34901443E+01  1.49221176E-01
  7.30000000E+01 -4.35121276E+01  1.46339244E-01
  7.35000000E+01 -4.35557340E+01  1.64185697E-01
  7.40000000E+01 -4.36242373E+01  1.45686902E-01
  7.45000000E+01 -4.36511639E+01  1.51653479E-01
  7.50000000E+01 -4.36698057E+01  1.47362439E-01
  7.55000000E+01 -4.37173871E+01  1.68055299E-01
  7.60000000E+01 -4.35851885E+01  1.48702412E-01
  7.65000000E+01 -4.35056888E+01  1.37295905E-01
  7.70000000E+01 -4.34967865E+01  1.43842102E-01
  7.75000000E+01 -4.35767742E+01  1.61305844E-01
  7.80000000E+01 -4.36838115E+01  1.38219172E-01
  7.85000000E+01 -4.37351616E+01  1.39392333E-01
  7.90000000E+01 -4.36213303E+01  1.64665341E-01
  7.95000000E+01 -4.35791120E+01  1.80154488E-01
  8.00000000E+01 -4.36570709E+01  1.44052708E-01
  8.05000000E+01 -4.36311035E+01  1.55679949E-01
  8.10000000E+01 -4.37514683E+01  1.66776432E-01
  8.15000000E+01 -4.37965423E+01  1.41829023E-01
  8.20000000E+01 -4.37639171E+01  1.46857187E-01
  8.25000000E+01 -4.35737915E+01  1.69951430E-01
  8.30000000E+01 -4.35225695E+01  1.73358372E-01
  8.35000000E+01 -4.35460404E+01  1.43629124E-01
  8.40000000E+01 -4.37472559E+01  1.59455764E-01
  8.45000000E+01 -4.38187923E+01  1.52678475E-01
  8.50000000E+01 -4.38608994E+01  1.42448165E-01
  8.55000000E+01 -4.37738389E+01  1.46581180E-01
  8.60000000E+01 -4.35589711E+01  1.74752333E-01
  8.65000000E+01 -4.33181000E+01  1.55096270E-01
  8.70000000E+01 -4.34006934E+01  1.39487405E-01
  8.75000000E+01 -4.35892139E+01  1.71963388E-01
  8.80000000E+01 -4.37477966E+01  1.74226321E-01
  8.85000000E+01 -4.38622947E+01  1.40535844E-01
  8.90000000E+01 -4.37134694E+01  1.64381418E-01
  8.95000000E+01 -4.35443206E+01  1.69045375E-01
  9.00000000E+01 -4.33699444E+01  1.70917663E-01
  9.05000000E+01 -4.35109399E+01  1.37565533E-01
  9.10000000E+01 -4.36724345E+01  1.34144421E-01
  9.15000000E+01 -4.39322725E+01  1.74895628E-01
  9.20000000E+01 -4.38959317E+01  1.47301600E-01
  9.25000000E+01 -4.38451034E+01  1.41059933E-01
  9.30000000E+01 -4.36512178E+01  1.37330159E-01
  9.35000000E+01 -4.33766472E+01  1.59824377E-01
  9.40000000E+01 -4.33830455E+01  1.41598296E-01
  9.45000000E+01 -4.35232628E+01  1.49351146E-01
  9.50000000E+01 -4.36976916E+01  1.57043797E-01
  9.55000000E+01 -4.38245694E+01  1.42725588E-01
  9.60000000E+01 -4.39101425E+01  1.32458934E-01
  9.65000000E+01 -4.35106373E+01  1.50102574E-01
  9.70000000E+01 -4.35253772E+01  1.37501862E-01
  9.75000000E+01 -4.34712354E+01  1.40785171E-01
  9.80000000E+01 -4.35007085E+01  1.34977603E-01
  9.85000000E+01 -4.36840333E+01  1.53379800E-01
  9.90000000E+01 -4.37628841E+01  1.67110763E-01
  9.95000000E+01 -4.38039136E+01  1.27777743E-01
