# PIMCID: a48c7b1e-9699-4db5-b21f-f7eaecb6ffec
#              K               V               E            E_mu             K/N             V/N             E/N               N             N^2         density
  4.44641592E+02 -6.40210613E+02 -1.95569021E+02 -2.24877130E+01  1.66836335E+01 -2.67466058E+01 -1.00629724E+01  2.40390705E+01  5.82170417E+02  2.49857104E-02
  5.10899846E+02 -6.62587918E+02 -1.51688072E+02  2.62362958E+01  1.95178988E+01 -2.68908208E+01 -7.37292198E+00  2.47117178E+01  6.13577791E+02  2.56848460E-02
  5.23332437E+02 -6.81586098E+02 -1.58253661E+02  2.31416497E+01  1.97036370E+01 -2.71254877E+01 -7.42185071E+00  2.51937931E+01  6.37409467E+02  2.61859050E-02
  5.14834594E+02 -6.74195062E+02 -1.59360468E+02  2.01676833E+01  1.95070980E+01 -2.71132890E+01 -7.60619103E+00  2.49344654E+01  6.24823522E+02  2.59163652E-02
  5.40248599E+02 -6.71033232E+02 -1.30784633E+02  4.96124155E+01  2.04736569E+01 -2.68490183E+01 -6.37536136E+00  2.50551456E+01  6.30801359E+02  2.60417977E-02
  4.32999518E+02 -6.40494650E+02 -2.07495132E+02 -3.51662179E+01  1.65227824E+01 -2.68636214E+01 -1.03408390E+01  2.39345714E+01  5.76494508E+02  2.48770962E-02
  4.87506723E+02 -6.38115852E+02 -1.50609129E+02  2.28868705E+01  1.87408678E+01 -2.65829827E+01 -7.84211495E+00  2.40966667E+01  5.84086732E+02  2.50455746E-02
  5.03322288E+02 -6.51474972E+02 -1.48152685E+02  2.76341389E+01  1.91925365E+01 -2.67780205E+01 -7.58548404E+00  2.44148366E+01  5.99989412E+02  2.53762738E-02
  4.64817911E+02 -6.46287813E+02 -1.81469902E+02 -7.10395493E+00  1.77626707E+01 -2.67736663E+01 -9.01099559E+00  2.42174927E+01  5.90053586E+02  2.51711587E-02
  4.88384901E+02 -6.55907950E+02 -1.67523049E+02  9.35570949E+00  1.87504686E+01 -2.67715351E+01 -8.02106651E+00  2.45664943E+01  6.06586782E+02  2.55339036E-02
  4.61869562E+02 -6.48860054E+02 -1.86990492E+02 -1.24465631E+01  1.77690564E+01 -2.68503605E+01 -9.08130409E+00  2.42422124E+01  5.90963215E+02  2.51968518E-02
  4.88618455E+02 -6.50668172E+02 -1.62049716E+02  1.29067964E+01  1.86162944E+01 -2.68646515E+01 -8.24835706E+00  2.42995157E+01  5.94421624E+02  2.52564116E-02
  4.92703183E+02 -6.51629249E+02 -1.58926065E+02  1.73015521E+01  1.87552936E+01 -2.67088838E+01 -7.95359022E+00  2.44760580E+01  6.02710783E+02  2.54399060E-02
  5.09395851E+02 -6.56583382E+02 -1.47187531E+02  2.92923084E+01  1.94657138E+01 -2.68667750E+01 -7.40106118E+00  2.45110888E+01  6.04558424E+02  2.54763164E-02
  4.71455320E+02 -6.29474830E+02 -1.58019510E+02  1.33242323E+01  1.82835567E+01 -2.65479375E+01 -8.26438084E+00  2.37977419E+01  5.69694106E+02  2.47348785E-02
  4.74443991E+02 -6.31507682E+02 -1.57063691E+02  1.49398746E+01  1.82934402E+01 -2.65448788E+01 -8.25143863E+00  2.38893842E+01  5.74142698E+02  2.48301295E-02
  5.07364546E+02 -6.47337708E+02 -1.39973162E+02  3.52341427E+01  1.94289730E+01 -2.66931464E+01 -7.26417340E+00  2.43343478E+01  5.95899565E+02  2.52926155E-02
  4.77794667E+02 -6.82171424E+02 -2.04376757E+02 -2.36758220E+01  1.79652530E+01 -2.72511804E+01 -9.28592749E+00  2.50973521E+01  6.32995380E+02  2.60856663E-02
  4.77016516E+02 -6.54559044E+02 -1.77542527E+02 -2.18081153E+00  1.83342764E+01 -2.69531009E+01 -8.61882451E+00  2.43557939E+01  5.96354847E+02  2.53149060E-02
  5.18363419E+02 -6.62079544E+02 -1.43716125E+02  3.43713232E+01  1.97389347E+01 -2.68475084E+01 -7.10857368E+00  2.47343678E+01  6.14910977E+02  2.57083879E-02
  4.70066733E+02 -6.35289012E+02 -1.65222279E+02  7.06318993E+00  1.82771154E+01 -2.66373266E+01 -8.36021127E+00  2.39285373E+01  5.75791881E+02  2.48708245E-02
  4.50718053E+02 -6.64840111E+02 -2.14122058E+02 -3.74493375E+01  1.70755678E+01 -2.71841918E+01 -1.01086240E+01  2.45378779E+01  6.05158459E+02  2.55041604E-02
  4.64508076E+02 -6.31460932E+02 -1.66952856E+02  5.39150195E+00  1.77376599E+01 -2.64885564E+01 -8.75089654E+00  2.39367164E+01  5.76828657E+02  2.48793256E-02
  4.90647862E+02 -6.54994472E+02 -1.64346610E+02  1.14418034E+01  1.87505414E+01 -2.69162177E+01 -8.16567633E+00  2.44150575E+01  5.99619138E+02  2.53765034E-02
  4.82241699E+02 -6.61526996E+02 -1.79285297E+02 -2.67216904E+00  1.82398365E+01 -2.70516303E+01 -8.81179375E+00  2.45296011E+01  6.05652450E+02  2.54955577E-02
  4.31190499E+02 -6.42083493E+02 -2.10892994E+02 -3.82045111E+01  1.65094052E+01 -2.68589197E+01 -1.03495145E+01  2.39845115E+01  5.78889339E+02  2.49290029E-02
  4.80159910E+02 -6.53903067E+02 -1.73743158E+02  1.71064215E+00  1.83269843E+01 -2.69228862E+01 -8.59590185E+00  2.43685833E+01  5.97469972E+02  2.53281991E-02
  5.28103529E+02 -6.59202866E+02 -1.31099338E+02  4.66346565E+01  2.02062266E+01 -2.67713007E+01 -6.56507410E+00  2.46852770E+01  6.12655481E+02  2.56573639E-02
  4.99330034E+02 -6.42492080E+02 -1.43162046E+02  3.16962196E+01  1.91258121E+01 -2.65514955E+01 -7.42568331E+00  2.42858702E+01  5.93220737E+02  2.52422288E-02
  4.83956669E+02 -6.38626175E+02 -1.54669506E+02  1.87026824E+01  1.85793563E+01 -2.66270610E+01 -8.04770472E+00  2.40794706E+01  5.83515235E+02  2.50277014E-02
  5.20669983E+02 -6.92338595E+02 -1.71668611E+02  1.08150944E+01  1.94658827E+01 -2.73910786E+01 -7.92519587E+00  2.53449591E+01  6.45113624E+02  2.63430239E-02
  4.89903863E+02 -6.56371263E+02 -1.66467400E+02  1.02681029E+01  1.86848101E+01 -2.68245030E+01 -8.13969290E+00  2.45465976E+01  6.05791805E+02  2.55132235E-02
  5.10419024E+02 -6.64725425E+02 -1.54306400E+02  2.44653162E+01  1.93794601E+01 -2.68473862E+01 -7.46792607E+00  2.48294051E+01  6.19525496E+02  2.58071677E-02
  5.44097800E+02 -6.77749752E+02 -1.33651952E+02  4.74881154E+01  2.05273998E+01 -2.70114902E+01 -6.48409034E+00  2.51583427E+01  6.35804410E+02  2.61490586E-02
  4.63484897E+02 -6.39456034E+02 -1.75971137E+02 -2.89230094E+00  1.76832376E+01 -2.67096341E+01 -9.02639650E+00  2.40387273E+01  5.81583091E+02  2.49853536E-02
  4.80011020E+02 -6.52438582E+02 -1.72427562E+02  2.81576576E+00  1.83542303E+01 -2.68940177E+01 -8.53978741E+00  2.43393510E+01  5.95951622E+02  2.52978157E-02
  5.21734929E+02 -6.48258548E+02 -1.26523619E+02  4.92716644E+01  1.99729234E+01 -2.66466217E+01 -6.67369839E+00  2.44160116E+01  5.99591676E+02  2.53774951E-02
  4.86876459E+02 -6.67654873E+02 -1.80778415E+02 -2.63151190E+00  1.84535690E+01 -2.70699902E+01 -8.61642126E+00  2.47426254E+01  6.15202861E+02  2.57169707E-02
  5.69172069E+02 -6.88328778E+02 -1.19156708E+02  6.36496364E+01  2.13450181E+01 -2.71666861E+01 -5.82166806E+00  2.53897701E+01  6.48455747E+02  2.63895995E-02
  4.92406119E+02 -6.60910547E+02 -1.68504429E+02  8.46008423E+00  1.87291423E+01 -2.69710519E+01 -8.24190960E+00  2.45784046E+01  6.07346439E+02  2.55462830E-02
  4.95405393E+02 -6.63304990E+02 -1.67899597E+02  9.96962662E+00  1.88357504E+01 -2.69292649E+01 -8.09351447E+00  2.47040588E+01  6.13468471E+02  2.56768854E-02
  4.58350780E+02 -6.67034966E+02 -2.08684186E+02 -3.11282327E+01  1.73368419E+01 -2.71374423E+01 -9.80060037E+00  2.46605491E+01  6.11185983E+02  2.56316623E-02
  5.08773223E+02 -6.58754200E+02 -1.49980977E+02  2.72416704E+01  1.93481197E+01 -2.68459937E+01 -7.49787400E+00  2.46142566E+01  6.09769417E+02  2.55835468E-02
  4.76764117E+02 -6.43617141E+02 -1.66853025E+02  6.35021670E+00  1.84913238E+01 -2.68432170E+01 -8.35189325E+00  2.40560057E+01  5.81869856E+02  2.50033125E-02
  5.08546734E+02 -6.42974211E+02 -1.34427476E+02  3.98577332E+01  1.96724305E+01 -2.66434860E+01 -6.97105552E+00  2.42062791E+01  5.89544128E+02  2.51595035E-02
  4.37689747E+02 -6.49819965E+02 -2.12130218E+02 -3.86171049E+01  1.68299201E+01 -2.70555521E+01 -1.02256320E+01  2.40990435E+01  5.84046870E+02  2.50480450E-02
  4.63857570E+02 -6.68242189E+02 -2.04384618E+02 -2.60743425E+01  1.75427211E+01 -2.70601029E+01 -9.51738181E+00  2.47653161E+01  6.16215948E+02  2.57405549E-02
  4.99266134E+02 -6.58886248E+02 -1.59620114E+02  1.72673941E+01  1.90296211E+01 -2.69075535E+01 -7.87793243E+00  2.45677095E+01  6.06905363E+02  2.55351667E-02
  5.00316786E+02 -6.73168673E+02 -1.72851887E+02  6.47311313E+00  1.89422469E+01 -2.71047032E+01 -8.16245628E+00  2.49062500E+01  6.23490472E+02  2.58870387E-02
  4.96394609E+02 -6.42375811E+02 -1.45981202E+02  2.88670305E+01  1.90371259E+01 -2.65366728E+01 -7.49954695E+00  2.42844767E+01  5.93316395E+02  2.52407805E-02
  5.01557864E+02 -6.46335722E+02 -1.44777858E+02  3.06583856E+01  1.91018331E+01 -2.66238241E+01 -7.52199097E+00  2.43661449E+01  5.97445217E+02  2.53256647E-02
  4.86501207E+02 -6.51422017E+02 -1.64920810E+02  9.95593994E+00  1.86642510E+01 -2.69063836E+01 -8.24213260E+00  2.42884375E+01  5.93551108E+02  2.52448972E-02
  5.35743567E+02 -6.80756630E+02 -1.45013064E+02  3.61775006E+01  2.01767652E+01 -2.71229629E+01 -6.94619775E+00  2.51653561E+01  6.36260114E+02  2.61563482E-02
  4.45235681E+02 -6.49864811E+02 -2.04629130E+02 -3.07194354E+01  1.71297808E+01 -2.69897607E+01 -9.85997991E+00  2.41541243E+01  5.86623955E+02  2.51052949E-02
  4.59312706E+02 -6.69711371E+02 -2.10398666E+02 -3.22500083E+01  1.73866695E+01 -2.71477827E+01 -9.76111322E+00  2.47428691E+01  6.15224652E+02  2.57172240E-02
  6.57853808E+02 -6.24431645E+02  3.34221636E+01  2.08880895E+02  2.53334667E+01 -2.57554803E+01 -4.22013607E-01  2.43692683E+01  5.97595122E+02  2.53289111E-02
  5.56129320E+02 -6.62843409E+02 -1.06714089E+02  7.25135473E+01  2.13757034E+01 -2.66911572E+01 -5.31545381E+00  2.48927273E+01  6.22170000E+02  2.58729835E-02
  5.55458432E+02 -6.52221283E+02 -9.67628502E+01  8.17402196E+01  2.12743124E+01 -2.63770082E+01 -5.10269584E+00  2.47920930E+01  6.18792093E+02  2.57683863E-02
  6.74611384E+02 -6.66027252E+02  8.58413142E+00  1.90742531E+02  2.54015940E+01 -2.64173933E+01 -1.01579923E+00  2.52997778E+01  6.43131778E+02  2.62960633E-02
  5.82034472E+02 -6.82665117E+02 -1.00630645E+02  8.14247837E+01  2.16346204E+01 -2.70966216E+01 -5.46200128E+00  2.52854762E+01  6.42391667E+02  2.62811985E-02
  3.86416973E+02 -6.34616838E+02 -2.48199866E+02 -7.92410657E+01  1.48180760E+01 -2.71691689E+01 -1.23510928E+01  2.34665000E+01  5.53921500E+02  2.43905925E-02
  4.18056024E+02 -6.35639611E+02 -2.17583587E+02 -4.60331869E+01  1.61901977E+01 -2.67796630E+01 -1.05894653E+01  2.38264444E+01  5.70807778E+02  2.47647112E-02
  5.62862039E+02 -6.48965867E+02 -8.61038276E+01  9.01777723E+01  2.17956470E+01 -2.65934434E+01 -4.79779643E+00  2.44835556E+01  6.02001778E+02  2.54476989E-02
