# PIMCID: 2837db30-7e69-4934-be99-7ae85e7a13b3
#              K               V           V_ext           V_int               E            E_mu             K/N             V/N             E/N               N             N^2         density        diagonal
  9.24362746E+02 -2.74730255E+03 -2.61673974E+03 -1.29261695E+02 -1.82293980E+03 -1.60693980E+03  3.08120915E+01 -9.15767516E+01 -6.07646601E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86744876E-01
  9.24222134E+02 -2.74763238E+03 -2.61684877E+03 -1.29453488E+02 -1.82341025E+03 -1.60741025E+03  3.08074045E+01 -9.15877460E+01 -6.07803415E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87034525E-01
  9.24757361E+02 -2.74741142E+03 -2.61659837E+03 -1.29394741E+02 -1.82265406E+03 -1.60665406E+03  3.08252454E+01 -9.15803807E+01 -6.07551353E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86653724E-01
  9.24151246E+02 -2.74755148E+03 -2.61679518E+03 -1.29498665E+02 -1.82340023E+03 -1.60740023E+03  3.08050415E+01 -9.15850493E+01 -6.07800078E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87113607E-01
  9.24237128E+02 -2.74756789E+03 -2.61691462E+03 -1.29311529E+02 -1.82333076E+03 -1.60733076E+03  3.08079043E+01 -9.15855962E+01 -6.07776920E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86878095E-01
  9.21422539E+02 -2.74756831E+03 -2.61674235E+03 -1.29442076E+02 -1.82614577E+03 -1.61014577E+03  3.07140846E+01 -9.15856104E+01 -6.08715258E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.84033951E-01
  9.23973621E+02 -2.74769258E+03 -2.61689388E+03 -1.29450136E+02 -1.82371896E+03 -1.60771896E+03  3.07991207E+01 -9.15897528E+01 -6.07906321E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87356053E-01
  9.24261324E+02 -2.74767296E+03 -2.61688111E+03 -1.29506238E+02 -1.82341164E+03 -1.60741164E+03  3.08087108E+01 -9.15890988E+01 -6.07803880E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87068398E-01
  9.24631256E+02 -2.74760705E+03 -2.61688752E+03 -1.29355368E+02 -1.82297579E+03 -1.60697579E+03  3.08210419E+01 -9.15869016E+01 -6.07658598E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86310191E-01
  9.23802843E+02 -2.74779688E+03 -2.61697210E+03 -1.29529439E+02 -1.82399404E+03 -1.60799404E+03  3.07934281E+01 -9.15932295E+01 -6.07998014E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86996462E-01
  9.24629275E+02 -2.74759336E+03 -2.61674963E+03 -1.29436878E+02 -1.82296409E+03 -1.60696409E+03  3.08209758E+01 -9.15864455E+01 -6.07654696E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86563072E-01
  9.25399545E+02 -2.74766239E+03 -2.61686051E+03 -1.29447344E+02 -1.82226284E+03 -1.60626284E+03  3.08466515E+01 -9.15887463E+01 -6.07420948E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87522044E-01
  9.24573596E+02 -2.74722135E+03 -2.61663679E+03 -1.29335419E+02 -1.82264775E+03 -1.60664775E+03  3.08191199E+01 -9.15740450E+01 -6.07549251E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86355291E-01
  9.24855819E+02 -2.74766175E+03 -2.61692182E+03 -1.29422868E+02 -1.82280593E+03 -1.60680593E+03  3.08285273E+01 -9.15887250E+01 -6.07601977E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86884863E-01
  9.25364415E+02 -2.74751440E+03 -2.61674647E+03 -1.29474211E+02 -1.82214999E+03 -1.60614999E+03  3.08454805E+01 -9.15838134E+01 -6.07383329E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86997751E-01
  9.25237534E+02 -2.74756821E+03 -2.61688207E+03 -1.29355537E+02 -1.82233068E+03 -1.60633068E+03  3.08412511E+01 -9.15856070E+01 -6.07443559E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86904754E-01
  9.25213828E+02 -2.74765784E+03 -2.61688808E+03 -1.29458230E+02 -1.82244402E+03 -1.60644402E+03  3.08404609E+01 -9.15885948E+01 -6.07481339E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87126226E-01
  9.23651933E+02 -2.74746579E+03 -2.61665980E+03 -1.29481311E+02 -1.82381386E+03 -1.60781386E+03  3.07883978E+01 -9.15821930E+01 -6.07937953E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87103417E-01
  9.23127470E+02 -2.74735715E+03 -2.61665404E+03 -1.29420097E+02 -1.82422968E+03 -1.60822968E+03  3.07709157E+01 -9.15785715E+01 -6.08076558E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86396512E-01
  9.23482170E+02 -2.74741181E+03 -2.61661918E+03 -1.29418965E+02 -1.82392964E+03 -1.60792964E+03  3.07827390E+01 -9.15803937E+01 -6.07976547E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87164875E-01
  9.24541541E+02 -2.74757978E+03 -2.61672931E+03 -1.29488367E+02 -1.82303824E+03 -1.60703824E+03  3.08180514E+01 -9.15859926E+01 -6.07679412E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87425164E-01
  9.99528333E+02 -2.82927990E+03 -2.69959451E+03 -1.28039540E+02 -1.82975156E+03 -1.60655156E+03  3.22428495E+01 -9.12670935E+01 -5.90242440E+01  3.10000000E+01  9.61000000E+02  1.17331825E-02  6.85118132E-01
  9.23750148E+02 -2.74743268E+03 -2.61671667E+03 -1.29452134E+02 -1.82368253E+03 -1.60768253E+03  3.07916716E+01 -9.15810892E+01 -6.07894176E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86342396E-01
  9.24389734E+02 -2.74761715E+03 -2.61684710E+03 -1.29363548E+02 -1.82322742E+03 -1.60722742E+03  3.08129911E+01 -9.15872385E+01 -6.07742473E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86812666E-01
  9.23232909E+02 -2.74751624E+03 -2.61683138E+03 -1.29423616E+02 -1.82428333E+03 -1.60828333E+03  3.07744303E+01 -9.15838747E+01 -6.08094444E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86759103E-01
  9.24334694E+02 -2.74748824E+03 -2.61688757E+03 -1.29302895E+02 -1.82315355E+03 -1.60715355E+03  3.08111565E+01 -9.15829413E+01 -6.07717848E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86342819E-01
  9.24839547E+02 -2.74774138E+03 -2.61688153E+03 -1.29460420E+02 -1.82290184E+03 -1.60690184E+03  3.08279849E+01 -9.15913795E+01 -6.07633946E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87000759E-01
  9.24577642E+02 -2.74769400E+03 -2.61690256E+03 -1.29436917E+02 -1.82311635E+03 -1.60711635E+03  3.08192547E+01 -9.15897999E+01 -6.07705451E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87239611E-01
  9.25342587E+02 -2.74778089E+03 -2.61699178E+03 -1.29453560E+02 -1.82243830E+03 -1.60643830E+03  3.08447529E+01 -9.15926962E+01 -6.07479433E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87204440E-01
  9.23325490E+02 -2.74728500E+03 -2.61673632E+03 -1.29260921E+02 -1.82395951E+03 -1.60795951E+03  3.07775163E+01 -9.15761667E+01 -6.07986504E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86367855E-01
  9.98182860E+02 -2.82941789E+03 -2.69964872E+03 -1.28110009E+02 -1.83123503E+03 -1.60803503E+03  3.21994471E+01 -9.12715449E+01 -5.90720978E+01  3.10000000E+01  9.61000000E+02  1.17331825E-02  6.84914971E-01
  9.24904026E+02 -2.74740178E+03 -2.61665415E+03 -1.29419165E+02 -1.82249775E+03 -1.60649775E+03  3.08301342E+01 -9.15800592E+01 -6.07499250E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86836993E-01
  9.21062890E+02 -2.74759316E+03 -2.61682138E+03 -1.29470623E+02 -1.82653027E+03 -1.61053027E+03  3.07020963E+01 -9.15864386E+01 -6.08843423E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.84440126E-01
  9.23724507E+02 -2.74770815E+03 -2.61693847E+03 -1.29460171E+02 -1.82398365E+03 -1.60798365E+03  3.07908169E+01 -9.15902718E+01 -6.07994549E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87247086E-01
  9.25189021E+02 -2.74748979E+03 -2.61676062E+03 -1.29314934E+02 -1.82230077E+03 -1.60630077E+03  3.08396340E+01 -9.15829931E+01 -6.07433590E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86972596E-01
  9.24668338E+02 -2.74741995E+03 -2.61678987E+03 -1.29269221E+02 -1.82275161E+03 -1.60675161E+03  3.08222779E+01 -9.15806648E+01 -6.07583869E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86814245E-01
  9.24659908E+02 -2.74758270E+03 -2.61678110E+03 -1.29520956E+02 -1.82292279E+03 -1.60692279E+03  3.08219969E+01 -9.15860901E+01 -6.07640931E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87042302E-01
  9.24968976E+02 -2.74753794E+03 -2.61682333E+03 -1.29383557E+02 -1.82256896E+03 -1.60656896E+03  3.08322992E+01 -9.15845980E+01 -6.07522988E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86674675E-01
  9.25167572E+02 -2.74760374E+03 -2.61686391E+03 -1.29450949E+02 -1.82243617E+03 -1.60643617E+03  3.08389191E+01 -9.15867914E+01 -6.07478723E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87765118E-01
  9.21821483E+02 -2.74768367E+03 -2.61695744E+03 -1.29406867E+02 -1.82586219E+03 -1.60986219E+03  3.07273828E+01 -9.15894557E+01 -6.08620729E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.84085223E-01
  9.24080455E+02 -2.74749336E+03 -2.61671690E+03 -1.29478912E+02 -1.82341290E+03 -1.60741290E+03  3.08026818E+01 -9.15831120E+01 -6.07804301E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87111522E-01
  9.22378847E+02 -2.74750438E+03 -2.61673211E+03 -1.29467476E+02 -1.82512553E+03 -1.60912553E+03  3.07459616E+01 -9.15834792E+01 -6.08375177E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.85798583E-01
  9.25006475E+02 -2.74752158E+03 -2.61672156E+03 -1.29433528E+02 -1.82251510E+03 -1.60651510E+03  3.08335492E+01 -9.15840526E+01 -6.07505034E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87074074E-01
  9.23888759E+02 -2.74733903E+03 -2.61677207E+03 -1.29236083E+02 -1.82345027E+03 -1.60745027E+03  3.07962920E+01 -9.15779677E+01 -6.07816758E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.86618924E-01
  9.24291406E+02 -2.74774988E+03 -2.61697273E+03 -1.29427251E+02 -1.82345847E+03 -1.60745847E+03  3.08097135E+01 -9.15916627E+01 -6.07819491E+01  3.00000000E+01  9.00000000E+02  1.13546927E-02  6.87106797E-01
  9.53861704E+02 -2.77993268E+03 -2.64959075E+03 -1.28821084E+02 -1.82607098E+03 -1.60721956E+03  3.13697114E+01 -9.14596562E+01 -6.00899448E+01  3.03960302E+01  9.24157840E+02  1.15045861E-02  6.85973274E-01
